Timestamp_ms,SOC_%,SOH_%,Pack_V,Pack_A,ErrorNum,ErrorCellTemp,Temp1_C,Temp2_C,Temp3_C,Temp4_C,Temp5_C,Temp6_C,Temp7_C,Temp8_C,Cell1_V,Cell2_V,Cell3_V,Cell4_V,Cell5_V,Cell6_V,Cell7_V,Cell8_V,Cell9_V,Cell10_V,Cell11_V,Cell12_V,Cell13_V,Cell14_V,Cell15_V,Cell16_V,MaxCharge_V,MaxCharge_A,MaxDischarge_A,MinDischarge_V,Ah,BMS_Temp_C,IO_Status,Balancing_Status_Hex,Contactor_Status
64840,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
65740,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
66730,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
67740,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
68640,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
69640,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
70660,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
71560,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
72550,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
73560,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
74460,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
75450,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
76470,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
77370,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
78360,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
79370,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
80270,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
81260,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
82280,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
83180,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
84170,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
85180,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
86080,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
87070,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
88080,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
88990,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
89980,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
90990,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
91890,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
92890,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
93890,2.5,80.0,16.22,0.76,0,0,24,27,0,0,0,0,0,0,3.247,3.245,3.245,3.241,3.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.0,52.5,52.5,13.4,164,29,6,0x0000,0
